Year,Month,tagName,Question
"2020","7","javascript","19950"
"2020","7","java","10496"
"2020","7","c++","5184"
"2020","7","c","2107"
"2020","6","go","713"
"2020","6","c#","7924"
"2020","6","c","2601"
"2020","6","python","27202"
"2020","6","javascript","19898"
"2020","6","php","5972"
"2020","6","c++","5640"
"2020","6","java","10861"
"2020","5","python","29541"
"2020","5","c++","6440"
"2020","5","javascript","21538"
"2020","5","go","765"
"2020","5","c","3386"
"2020","5","c#","8626"
"2020","5","java","12086"
"2020","5","php","6577"
"2020","4","c","3256"
"2020","4","c#","8611"
"2020","4","javascript","20961"
"2020","4","c++","6237"
"2020","4","php","6687"
"2020","4","python","27705"
"2020","4","go","803"
"2020","4","java","12668"
"2020","3","php","5703"
"2020","3","c#","7804"
"2020","3","javascript","17605"
"2020","3","java","11094"
"2020","3","c","2495"
"2020","3","go","659"
"2020","3","python","22768"
"2020","3","c++","4659"
"2020","2","python","20085"
"2020","2","c#","7731"
"2020","2","php","5704"
"2020","2","java","10076"
"2020","2","c++","4103"
"2020","2","javascript","15782"
"2020","2","go","666"
"2020","2","c","1992"
"2020","1","php","5920"
"2020","1","javascript","16054"
"2020","1","c++","4244"
"2020","1","java","9994"
"2020","1","go","652"
"2020","1","python","20020"
"2020","1","c#","7826"
"2020","1","c","2054"
"2021","11","c++","1161"
"2021","11","java","2140"
"2021","11","php","1179"
"2021","11","javascript","3826"
"2021","11","python","5809"
"2021","11","go","198"
"2021","11","c","601"
"2021","11","c#","1595"
"2021","10","javascript","17607"
"2021","10","java","8652"
"2021","10","php","5013"
"2021","10","c++","4572"
"2021","10","c#","6660"
"2021","10","python","25101"
"2021","10","go","850"
"2021","10","c","2444"
"2021","9","php","4363"
"2021","9","java","7878"
"2021","9","go","665"
"2021","9","c++","3941"
"2021","9","javascript","16824"
"2021","9","c","1814"
"2021","9","python","22115"
"2021","9","c#","5798"
"2021","8","java","7996"
"2021","8","go","788"
"2021","8","python","23236"
"2021","8","c","1628"
"2021","8","php","4626"
"2021","8","javascript","17119"
"2021","8","c#","5776"
"2021","8","c++","3489"
"2021","7","java","8369"
"2021","7","python","24189"
"2021","7","go","652"
"2021","7","c","1720"
"2021","7","c#","5943"
"2021","7","c++","3799"
"2021","7","php","4634"
"2021","7","javascript","17406"
"2021","6","c","2005"
"2021","6","go","645"
"2021","6","java","9230"
"2021","6","python","24591"
"2021","6","c#","6430"
"2021","6","php","4876"
"2021","6","c++","4178"
"2021","6","javascript","17663"
"2021","5","c","2251"
"2021","5","go","699"
"2021","5","python","26090"
"2021","5","c++","4589"
"2021","5","c#","6550"
"2021","5","java","9693"
"2021","5","javascript","18435"
"2021","5","php","5084"
"2021","4","go","684"
"2021","4","python","26510"
"2021","4","c","2451"
"2021","4","c#","6747"
"2021","4","c++","4334"
"2021","4","java","9508"
"2021","4","php","5104"
"2021","4","javascript","18634"
"2021","3","python","28141"
"2021","3","c#","7310"
"2021","3","c","2653"
"2021","3","javascript","19796"
"2021","3","java","10415"
"2021","3","c++","4722"
"2021","3","php","5569"
"2021","3","go","826"
"2021","2","c","2358"
"2021","2","c#","6590"
"2021","2","c++","4458"
"2021","2","javascript","17937"
"2021","2","python","24960"
"2021","2","go","628"
"2021","2","php","5244"
"2021","2","java","9148"
"2021","1","c++","4507"
"2021","1","javascript","19518"
"2021","1","php","5636"
"2021","1","c","2734"
"2021","1","python","26321"
"2021","1","go","605"
"2021","1","java","9542"
"2021","1","c#","6928"
